,id,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,funded_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp
6610,6789454,2,4,2,1,3100.0,3100.0,17.56,111.39,36000.0,29.4,0.0,0.0,9.0,281.6,36.0,23131.0,29.0,2689.55
6611,6790035,10,4,2,4,1800.0,1800.0,20.31,67.18,60000.0,21.69,0.0,0.0,8.0,247.7,36.0,12513.0,23.0,1303.07
6612,6795098,4,3,2,32,22000.0,22000.0,15.22,525.93,50000.0,24.38,1.0,6.0,13.0,318.9,60.0,21238.0,32.0,20475.24
6613,6804603,0,3,2,6,15000.0,15000.0,18.85,387.88,65000.0,6.89,1.0,1.0,13.0,329.9,60.0,13024.0,30.0,14050.26
6614,6805133,3,0,2,41,8000.0,8000.0,10.64,260.55,50000.0,24.14,0.0,0.0,11.0,313.9,36.0,8321.0,15.0,6838.75
6615,6805477,1,0,2,37,13500.0,13500.0,15.22,469.44,52000.0,14.77,0.0,51.0,17.0,452.8,36.0,16026.0,36.0,11656.85
6616,6806062,1,0,2,4,34000.0,34000.0,20.31,906.67,75686.0,10.97,1.0,17.0,9.0,507.8,60.0,11366.0,30.0,31928.02
6617,6806573,1,0,3,34,30225.0,30225.0,21.15,1141.06,70000.0,13.49,0.0,0.0,21.0,379.8,36.0,25539.0,23.0,26410.61
6618,6807715,1,0,2,23,1200.0,1200.0,15.22,41.73,46000.0,10.36,1.0,12.0,10.0,271.7,36.0,9028.0,14.0,1037.02
6619,6808221,7,0,2,32,10000.0,10000.0,10.64,215.64,60000.0,11.52,0.0,0.0,8.0,391.7,60.0,15013.0,20.0,9223.35
6620,6809858,1,0,2,38,12875.0,12875.0,16.78,318.46,41683.0,17.8,0.0,0.0,14.0,352.9,60.0,83.0,29.0,12014.87
6621,6814871,11,0,2,6,35000.0,35000.0,12.35,1168.37,79432.2,6.77,0.0,25.0,17.0,499.9,36.0,24331.0,22.0,30031.36
6622,6815274,1,0,2,16,12000.0,12000.0,12.35,269.07,66000.0,24.02,0.0,0.0,14.0,373.8,60.0,23263.0,32.0,11104.16
6623,6815727,5,4,1,26,25450.0,25450.0,16.78,629.5,57200.0,27.17,0.0,0.0,17.0,308.8,60.0,35469.0,53.0,23749.92
6624,6816680,5,0,2,38,8000.0,8000.0,18.85,292.65,65000.0,20.58,3.0,22.0,25.0,311.8,36.0,9804.0,44.0,6958.03
6625,6817206,1,0,2,9,6000.0,6000.0,11.55,198.0,50000.0,27.74,1.0,8.0,7.0,501.8,36.0,14261.0,23.0,5139.15
6626,6817730,1,0,1,37,10000.0,10000.0,10.64,325.69,135000.0,2.46,0.0,0.0,2.0,475.7,36.0,8333.0,7.0,9039.22
6627,6818245,1,4,2,11,16000.0,16000.0,17.56,402.48,45000.0,21.04,0.0,0.0,5.0,362.7,60.0,15830.0,8.0,15135.25
6628,6819341,7,0,2,28,30225.0,30225.0,16.99,751.01,105000.0,14.96,0.0,0.0,22.0,280.9,60.0,29743.0,50.0,29574.35
6629,6819930,2,4,2,31,6000.0,6000.0,11.55,198.0,60000.0,4.02,0.0,0.0,6.0,199.7,36.0,3465.0,6.0,5138.86
6630,6824893,10,4,1,29,24000.0,24000.0,14.33,824.12,67300.0,21.45,0.0,0.0,10.0,246.9,36.0,23345.0,25.0,20677.05
6631,6825501,3,3,2,41,1200.0,1200.0,21.15,45.31,14000.0,5.83,0.0,0.0,15.0,184.8,36.0,1574.0,15.0,1048.73
6632,6826066,1,0,1,10,18000.0,18000.0,9.71,578.37,90000.0,26.29,1.0,20.0,20.0,439.7,36.0,25251.0,31.0,15353.21
6633,6826510,1,0,0,19,8000.0,8000.0,12.35,267.06,50000.0,32.95,1.0,17.0,18.0,299.3,36.0,9912.0,40.0,4947.72
6634,6826932,0,0,1,6,10000.0,10000.0,6.03,304.36,63000.0,8.32,0.0,0.0,9.0,296.8,36.0,8883.0,17.0,8457.58
6635,6827318,3,4,1,4,5000.0,5000.0,11.55,165.0,29000.0,5.92,0.0,0.0,4.0,220.8,36.0,5134.0,6.0,4283.79
6636,6827723,1,3,2,4,21200.0,21200.0,11.55,699.6,60000.0,19.49,0.0,0.0,12.0,483.7,36.0,27326.0,16.0,18678.68
6637,6828234,1,0,2,27,16000.0,16000.0,8.9,508.06,106528.0,8.53,0.0,0.0,9.0,299.7,36.0,10623.0,21.0,13622.69
6638,6828786,7,0,2,30,18550.0,18550.0,14.33,434.81,42000.0,8.71,0.0,0.0,10.0,341.6,60.0,14195.0,14.0,17458.22
6639,6829379,3,4,2,37,20000.0,20000.0,16.78,494.69,56000.0,27.12,0.0,0.0,13.0,311.7,60.0,22665.0,23.0,18897.16
6640,6829942,4,3,2,23,35000.0,35000.0,14.33,1201.84,108000.0,24.72,0.0,0.0,17.0,283.7,36.0,18103.0,26.0,30156.95
6641,6835098,2,0,2,26,22000.0,22000.0,15.22,525.93,89000.0,18.5,0.0,0.0,10.0,292.6,60.0,29661.0,36.0,20734.19
6642,6835571,1,4,8,25,3600.0,3600.0,18.25,130.61,28000.0,27.73,0.0,0.0,7.0,218.8,36.0,12472.0,14.0,3127.51
6643,6836115,10,0,2,36,5700.0,5700.0,14.33,195.73,27500.0,29.11,0.0,0.0,8.0,279.8,36.0,17404.0,22.0,5313.83
6644,6836631,10,4,1,7,12000.0,12000.0,16.2,423.08,39300.0,13.34,0.0,0.0,9.0,186.8,36.0,8657.0,11.0,10658.88
6645,6837197,11,4,2,28,10000.0,10000.0,12.35,224.22,30000.0,8.42,0.0,0.0,6.0,360.7,60.0,6417.0,16.0,9253.19
6647,6838153,2,0,2,37,20000.0,20000.0,14.33,468.8,50000.0,18.17,0.0,0.0,10.0,305.7,60.0,14398.0,20.0,18822.55
6648,6838616,10,3,5,39,6000.0,6000.0,9.71,126.63,46610.0,2.14,0.0,54.0,6.0,287.7,60.0,6824.0,12.0,5521.94
6649,6838872,10,4,2,22,19750.0,19750.0,12.35,659.29,45000.0,12.99,0.0,0.0,11.0,507.7,36.0,19261.0,22.0,16942.45
6650,6839413,1,0,2,20,25875.0,25875.0,17.56,929.75,72000.0,15.5,0.0,57.0,4.0,286.7,36.0,4278.0,10.0,22448.23
6651,6844712,1,4,1,28,16400.0,16400.0,24.5,476.57,38320.0,28.81,0.0,0.0,10.0,250.2,60.0,19635.0,12.0,15661.78
6652,6845389,11,4,8,29,6500.0,6500.0,22.2,248.92,36559.0,4.79,0.0,0.0,5.0,289.7,36.0,3998.0,9.0,5832.4
6653,6855016,11,4,1,4,19075.0,19075.0,16.78,471.81,50000.0,28.22,0.0,0.0,9.0,465.6,60.0,15853.0,20.0,18020.53
6654,6874728,8,0,2,28,8000.0,8000.0,15.22,278.19,56000.0,10.93,2.0,18.0,5.0,245.4,36.0,2595.0,14.0,6905.89
6655,6875225,0,4,2,3,5325.0,5325.0,15.22,185.17,52000.0,4.36,0.0,0.0,7.0,187.8,36.0,4679.0,9.0,4596.45
6656,6875728,6,3,1,20,8000.0,8000.0,20.31,298.58,135000.0,25.57,0.0,0.0,16.0,360.8,36.0,18176.0,41.0,6978.55
6657,6876127,1,4,5,39,9500.0,9500.0,9.71,305.25,140000.0,22.12,0.0,0.0,10.0,288.8,36.0,34432.0,57.0,8103.26
6658,6876619,4,0,2,16,15000.0,15000.0,15.22,358.59,55000.0,13.53,0.0,40.0,10.0,237.7,60.0,7184.0,21.0,13957.39
6660,6877767,3,0,2,38,10000.0,10000.0,6.62,307.04,53800.0,11.55,0.0,0.0,10.0,252.7,36.0,1179.0,36.0,8471.54
6661,6878197,1,4,2,4,15000.0,15000.0,21.6,410.88,38000.0,10.94,0.0,0.0,7.0,245.7,60.0,13509.0,20.0,14115.99
6662,6878686,8,0,2,8,35000.0,35000.0,15.88,848.91,120000.0,16.18,1.0,6.0,17.0,326.7,60.0,65852.0,32.0,32608.28
6663,6884941,6,0,2,12,35000.0,35000.0,15.88,1228.43,78000.0,25.66,0.0,0.0,8.0,271.6,36.0,48220.0,19.0,31071.48
6664,6885382,9,4,2,4,14000.0,14000.0,9.99,451.68,80000.0,15.78,0.0,0.0,7.0,229.6,36.0,12629.0,16.0,12296.22
6665,6885826,1,0,1,18,35000.0,35000.0,20.8,942.94,95000.0,16.84,1.0,12.0,11.0,348.6,60.0,25875.0,35.0,33259.44
6666,6886319,6,4,2,4,17000.0,17000.0,24.08,489.85,54000.0,15.64,0.0,0.0,14.0,424.6,60.0,21135.0,15.0,16061.82
6667,6886848,1,0,1,15,15000.0,15000.0,16.78,533.15,65000.0,14.92,0.0,31.0,15.0,349.6,36.0,24896.0,27.0,12991.67
6668,6887364,11,0,2,30,15000.0,15000.0,10.64,488.53,93000.0,12.84,0.0,0.0,13.0,275.2,36.0,24172.0,32.0,8104.04
6669,6887824,1,0,1,37,20000.0,20000.0,8.9,414.2,65000.0,24.09,0.0,0.0,9.0,386.5,60.0,32512.0,22.0,18655.07
6670,6888279,1,0,2,32,24000.0,24000.0,22.7,672.45,80000.0,20.66,0.0,47.0,11.0,278.5,60.0,12316.0,18.0,22625.85
6671,6888765,1,0,2,19,30000.0,30000.0,16.78,742.04,75000.0,11.66,1.0,6.0,9.0,322.5,60.0,11712.0,23.0,27995.83
6673,6889579,3,0,2,23,11200.0,11200.0,15.22,267.75,105000.0,16.09,0.0,0.0,8.0,203.4,60.0,9745.0,12.0,10423.57
6674,6890017,2,0,2,18,7750.0,7750.0,9.71,249.02,36800.0,14.84,1.0,7.0,9.0,264.4,36.0,3369.0,29.0,6804.39
6675,6894862,0,0,2,29,5000.0,5000.0,15.88,175.49,60000.0,26.62,0.0,0.0,12.0,303.6,36.0,26283.0,14.0,4321.97
6676,6895390,8,0,8,9,1200.0,1200.0,17.56,43.12,55000.0,20.86,2.0,6.0,12.0,552.6,36.0,49490.0,28.0,1041.04
6677,6895883,11,4,1,32,6625.0,6625.0,17.56,238.05,24000.0,23.65,0.0,0.0,7.0,326.6,36.0,20997.0,13.0,5900.36
6678,6896310,3,0,2,3,6000.0,6000.0,6.62,184.23,50000.0,17.11,0.0,0.0,9.0,590.3,36.0,2467.0,45.0,5080.62
6679,6896739,6,0,2,5,20000.0,20000.0,7.9,625.81,100000.0,15.8,1.0,11.0,13.0,473.6,36.0,26125.0,29.0,17498.94
6680,6897769,1,0,2,4,15000.0,15000.0,19.52,553.8,66500.0,9.31,0.0,0.0,9.0,274.2,36.0,11846.0,19.0,13400.33
6681,6898195,8,0,8,43,18000.0,18000.0,22.7,504.34,66000.0,18.07,0.0,0.0,20.0,341.5,60.0,14377.0,40.0,16969.28
6682,6898630,1,0,1,39,28000.0,28000.0,10.64,911.92,130000.0,19.39,0.0,73.0,15.0,479.5,36.0,38175.0,32.0,23934.25
6683,6899393,0,3,1,36,14000.0,14000.0,12.35,467.35,60000.0,10.26,0.0,0.0,6.0,279.4,36.0,14263.0,12.0,12012.1
6684,6899782,1,0,2,16,15000.0,15000.0,16.78,533.15,65000.0,18.96,0.0,48.0,10.0,255.4,36.0,9854.0,20.0,12992.33
6685,6904722,1,0,2,12,10800.0,10800.0,16.78,267.14,34000.0,12.74,0.0,79.0,14.0,315.7,60.0,6543.0,32.0,10079.25
6686,6905298,1,0,2,15,23850.0,23850.0,19.52,625.53,95000.0,18.46,0.0,30.0,12.0,319.6,60.0,8293.0,44.0,22623.56
6687,6905800,1,0,2,12,30000.0,30000.0,16.78,742.04,105000.0,13.54,2.0,8.0,22.0,383.6,60.0,34958.0,30.0,27996.01
6688,6906334,2,4,8,37,2400.0,2400.0,20.31,89.58,41000.0,24.73,1.0,23.0,16.0,231.6,36.0,6761.0,18.0,2093.75
6689,6906866,6,4,2,36,15000.0,15000.0,12.35,500.73,54000.0,25.16,1.0,17.0,7.0,284.6,36.0,15732.0,19.0,12871.05
6690,6907261,9,3,2,41,7000.0,7000.0,16.78,248.81,38000.0,24.09,0.0,81.0,12.0,469.5,36.0,4296.0,19.0,6062.44
6691,6907700,1,0,2,4,14400.0,14400.0,6.03,438.28,119000.0,13.94,0.0,0.0,7.0,411.3,36.0,12871.0,19.0,12553.02
6692,6908061,4,0,1,20,10750.0,10750.0,22.7,301.2,32400.0,14.81,0.0,0.0,6.0,213.5,60.0,6952.0,15.0,10241.96
6693,6908646,1,0,2,29,14625.0,14625.0,15.1,507.7,55000.0,28.84,0.0,30.0,13.0,311.7,36.0,5489.0,33.0,13641.72
6694,6909092,6,0,8,9,10800.0,10800.0,22.2,299.52,50000.0,18.19,1.0,13.0,10.0,248.5,60.0,15507.0,26.0,10283.32
6695,6909507,1,0,2,20,12000.0,12000.0,9.71,385.58,49990.0,9.48,0.0,0.0,7.0,239.4,36.0,6024.0,15.0,10235.93
6696,6909903,4,4,2,28,22000.0,22000.0,10.64,716.51,85000.0,17.89,0.0,0.0,15.0,538.4,36.0,23752.0,26.0,18806.39
6697,6915179,3,3,1,28,14000.0,14000.0,13.67,476.25,85000.0,14.08,0.0,51.0,8.0,307.8,36.0,16887.0,13.0,12379.7
6698,6915622,9,3,8,37,3000.0,3000.0,24.89,87.87,97000.0,3.75,2.0,4.0,12.0,258.6,60.0,1724.0,23.0,2838.28
6699,6916095,10,4,8,23,8000.0,8000.0,26.06,239.81,55000.0,12.44,0.0,0.0,6.0,267.6,60.0,21835.0,11.0,7581.38
6700,6916566,10,4,3,6,6400.0,6400.0,18.25,232.18,60000.0,29.44,0.0,82.0,11.0,412.6,36.0,21742.0,27.0,5560.9
6701,6917046,11,0,2,42,20500.0,20500.0,16.78,507.06,61516.0,1.87,0.0,0.0,3.0,250.6,60.0,3273.0,26.0,19130.49
6702,6917431,1,0,1,14,11000.0,11000.0,6.62,337.75,80000.0,18.18,0.0,0.0,16.0,362.5,36.0,28131.0,29.0,9605.31
6703,6917796,4,4,1,37,10000.0,10000.0,10.64,325.69,106000.0,3.43,1.0,13.0,14.0,334.5,36.0,9430.0,35.0,8794.98
6704,6918335,1,0,1,4,18550.0,18550.0,15.88,449.92,70000.0,10.78,0.0,0.0,6.0,427.5,60.0,4066.0,26.0,17282.05
6705,6918742,3,4,10,4,7550.0,7550.0,10.64,245.9,70000.0,0.15,0.0,0.0,3.0,245.5,36.0,755.0,15.0,6453.36
6706,6919211,11,0,2,37,5125.0,5125.0,13.68,174.37,84400.0,2.86,0.0,40.0,6.0,459.5,36.0,3078.0,24.0,4409.2
6707,6919582,1,0,2,9,25000.0,25000.0,18.85,914.51,100000.0,25.27,0.0,29.0,17.0,334.3,36.0,27720.0,45.0,22310.14
6708,6920046,8,4,1,9,1000.0,1000.0,19.52,36.92,85000.0,13.36,0.0,0.0,15.0,259.4,36.0,13503.0,27.0,871.05
6709,6924858,5,4,2,25,19375.0,19375.0,13.68,659.19,63000.0,34.76,0.0,70.0,9.0,300.6,36.0,16311.0,32.0,17133.02
6710,6925480,9,0,3,4,5000.0,5000.0,11.55,165.0,60000.0,13.43,0.0,0.0,14.0,220.6,36.0,20312.0,20.0,4282.85
6712,6926628,10,4,2,9,29100.0,29100.0,16.78,719.78,65000.0,23.0,0.0,0.0,15.0,282.6,60.0,17739.0,35.0,27156.26
6713,6927066,1,0,1,37,7200.0,7200.0,18.85,263.38,36000.0,19.06,0.0,42.0,12.0,437.6,36.0,15726.0,19.0,6262.42
6714,6927604,1,0,2,18,15000.0,15000.0,12.35,500.73,42000.0,23.23,1.0,20.0,15.0,265.5,36.0,4104.0,41.0,12867.66
6715,6928119,10,4,1,12,20000.0,20000.0,15.88,485.09,56000.0,22.99,0.0,0.0,11.0,200.5,60.0,21838.0,16.0,18633.09
6716,6928575,9,4,2,18,10000.0,10000.0,13.05,337.19,58000.0,21.97,0.0,0.0,10.0,247.5,36.0,8311.0,21.0,8592.94
6717,6928989,1,4,2,4,15000.0,15000.0,15.88,363.82,60000.0,9.96,1.0,22.0,10.0,283.5,60.0,17008.0,19.0,14152.56
6718,6929415,1,0,2,39,14000.0,14000.0,14.33,328.16,46380.0,19.53,0.0,0.0,7.0,294.4,60.0,11984.0,32.0,13177.37
6719,6929833,7,0,1,32,12000.0,12000.0,11.55,396.0,35000.0,29.38,0.0,0.0,10.0,263.4,36.0,13323.0,11.0,10278.33
6720,6934624,6,4,2,4,2100.0,2100.0,19.52,77.54,36000.0,13.87,0.0,0.0,5.0,165.7,36.0,815.0,10.0,1829.31
6721,6935003,1,0,1,9,21000.0,21000.0,7.62,654.39,185000.0,11.34,0.0,0.0,12.0,411.6,36.0,150503.0,33.0,17832.38
6722,6935479,2,0,2,42,15000.0,15000.0,9.71,481.97,100000.0,7.7,0.0,44.0,15.0,493.6,36.0,7530.0,25.0,12792.19
6723,6935941,6,0,2,21,8875.0,8875.0,15.22,308.62,26000.0,19.94,0.0,0.0,7.0,275.5,36.0,4304.0,9.0,7871.46
6724,6936269,7,4,2,29,7000.0,7000.0,16.78,248.81,40000.0,27.54,0.0,76.0,10.0,265.6,36.0,6471.0,20.0,6062.19
6725,6936872,11,3,1,37,12000.0,12000.0,9.71,385.58,38398.0,18.53,0.0,0.0,6.0,320.6,36.0,4937.0,11.0,10233.73
6726,6937365,10,4,2,25,3825.0,3825.0,10.64,124.58,30000.0,23.24,2.0,21.0,8.0,255.5,36.0,3355.0,19.0,3268.81
6727,6937889,6,0,1,12,24000.0,24000.0,14.33,562.56,80000.0,16.01,0.0,0.0,15.0,354.5,60.0,22982.0,21.0,22294.79
6728,6938234,1,0,3,6,20000.0,20000.0,6.03,608.72,105000.0,5.28,0.0,0.0,7.0,420.5,36.0,22919.0,13.0,16912.92
6729,6938622,3,4,1,4,2500.0,2500.0,11.55,82.5,15000.0,28.8,0.0,53.0,10.0,234.5,36.0,2718.0,25.0,2141.55
6730,6939084,9,0,2,13,24950.0,24950.0,7.9,780.7,75000.0,22.96,0.0,0.0,16.0,276.4,36.0,31029.0,44.0,23713.05
6731,6939796,8,0,2,23,10000.0,10000.0,22.7,280.19,62000.0,16.92,0.0,0.0,12.0,329.4,60.0,11114.0,30.0,9427.54
6732,6954703,2,4,1,4,23750.0,23750.0,12.35,792.82,53500.0,12.9,1.0,13.0,13.0,293.4,36.0,19579.0,27.0,20373.81
6733,6955148,2,3,2,10,9250.0,9250.0,13.67,314.67,27000.0,27.42,0.0,0.0,8.0,193.6,36.0,12834.0,20.0,8179.45
6734,6955703,1,0,1,13,30225.0,30225.0,23.5,860.77,70000.0,18.15,0.0,0.0,12.0,309.3,60.0,23291.0,24.0,28827.49
6735,6956147,8,0,2,25,10600.0,10600.0,14.33,248.47,59377.93,10.23,1.0,13.0,19.0,285.3,60.0,19702.0,37.0,9846.59
6736,6965165,0,0,8,28,1200.0,1200.0,20.31,32.0,50000.0,13.68,0.0,0.0,13.0,553.4,60.0,13394.0,28.0,1139.65
6737,6965532,3,4,2,28,21200.0,21200.0,13.68,721.28,47546.0,22.58,0.0,0.0,7.0,199.4,36.0,18909.0,10.0,18746.8
6738,6966009,10,4,2,41,15000.0,15000.0,15.88,363.82,65500.0,8.39,2.0,9.0,13.0,283.1,60.0,13996.0,27.0,13836.37
6739,6974687,1,4,1,4,35000.0,35000.0,25.8,1043.78,197000.0,6.85,0.0,0.0,11.0,376.4,60.0,30924.0,23.0,32491.13
6740,6975078,5,0,3,32,15500.0,15500.0,15.88,544.02,81000.0,13.57,0.0,66.0,9.0,292.4,36.0,19288.0,27.0,13761.7
6741,6975472,1,3,8,28,2500.0,2500.0,21.6,94.96,45000.0,6.34,0.0,27.0,10.0,278.4,36.0,5212.0,43.0,2187.19
6742,6975921,8,4,2,28,6000.0,6000.0,13.68,204.14,45000.0,4.3,0.0,0.0,7.0,243.4,36.0,5542.0,9.0,5162.06
6743,6994668,5,4,2,28,15000.0,15000.0,12.35,500.73,55000.0,21.23,0.0,0.0,8.0,188.4,36.0,8008.0,9.0,12869.82
6744,6994975,8,0,2,29,5000.0,5000.0,10.64,162.85,55728.0,22.57,0.0,0.0,12.0,245.4,36.0,10699.0,16.0,4274.21
6745,6995881,10,4,2,37,15000.0,15000.0,24.08,432.22,65000.0,9.77,0.0,42.0,13.0,286.4,60.0,11019.0,31.0,14172.3
6746,6996228,1,3,3,28,16000.0,16000.0,24.89,468.59,87000.0,17.78,3.0,7.0,6.0,324.4,60.0,2922.0,31.0,15287.43
6748,7005432,5,0,2,3,28000.0,28000.0,11.55,616.5,125000.0,17.16,0.0,0.0,10.0,362.4,60.0,140395.0,16.0,25868.03
6749,7005937,2,0,1,29,24000.0,24000.0,12.35,538.13,115000.0,17.77,0.0,0.0,8.0,327.4,60.0,34838.0,23.0,22207.66
6750,7014704,1,0,5,10,24000.0,24000.0,9.71,506.52,100000.0,22.16,0.0,0.0,10.0,478.4,60.0,23092.0,40.0,22095.16
6751,7015099,2,0,2,25,10000.0,10000.0,11.99,332.1,200000.0,9.06,1.0,19.0,17.0,333.4,36.0,18014.0,26.0,9057.25
6752,7015594,5,0,1,12,10000.0,10000.0,20.31,373.22,61000.0,19.22,0.0,0.0,7.0,279.4,36.0,8804.0,12.0,8723.81
6753,7044677,9,0,2,22,5600.0,5600.0,9.71,179.94,35000.0,16.02,1.0,5.0,11.0,267.4,36.0,5300.0,27.0,4777.62
6754,7045052,10,4,1,16,10750.0,10750.0,11.99,357.01,32000.0,17.7,0.0,0.0,6.0,352.3,36.0,20420.0,24.0,9736.71
6755,7045456,1,4,2,10,15000.0,15000.0,15.22,521.6,99100.0,13.67,0.0,0.0,10.0,243.3,36.0,12833.0,13.0,12947.78
6756,7046065,6,4,2,6,10000.0,10000.0,8.9,317.54,68000.0,20.84,0.0,0.0,7.0,452.3,36.0,13348.0,20.0,8516.85
6757,7046468,7,4,2,4,12000.0,12000.0,9.71,385.58,65000.0,18.66,0.0,0.0,12.0,277.2,36.0,8621.0,21.0,10235.44
6758,7046892,2,4,1,28,18000.0,18000.0,12.35,403.6,60000.0,19.48,0.0,0.0,15.0,266.2,60.0,13765.0,36.0,16886.18
6759,7047364,2,4,1,21,9250.0,9250.0,16.78,328.78,50000.0,21.29,0.0,0.0,10.0,444.2,36.0,14566.0,15.0,8224.55
6760,7047728,10,0,3,32,11300.0,11300.0,19.52,417.19,58000.0,18.52,0.0,40.0,10.0,292.8,36.0,10523.0,32.0,10098.83
6761,7048055,1,4,2,32,10000.0,10000.0,12.35,333.82,40793.0,14.03,0.0,0.0,5.0,229.2,36.0,4072.0,14.0,8823.59
6762,7048355,7,0,2,37,21000.0,21000.0,11.55,693.0,129051.0,12.05,0.0,36.0,7.0,276.7,36.0,70807.0,27.0,18501.17
6763,7048784,0,4,2,32,6000.0,6000.0,18.85,219.49,49400.0,23.32,0.0,0.0,10.0,274.2,36.0,12085.0,18.0,5353.82
6764,7049185,7,4,8,37,5000.0,5000.0,17.56,179.67,52000.0,11.82,0.0,0.0,7.0,204.2,36.0,8875.0,8.0,4452.1
6765,7049781,2,4,2,4,13650.0,13650.0,17.56,343.37,52000.0,19.25,0.0,0.0,9.0,202.1,60.0,4814.0,13.0,12910.55
6766,7050152,3,4,8,28,15000.0,15000.0,22.7,578.31,48122.0,6.27,0.0,0.0,4.0,177.1,36.0,2457.0,4.0,13470.42
6767,7050493,8,0,2,4,12000.0,12000.0,14.33,281.28,50000.0,11.9,0.0,0.0,11.0,429.1,60.0,10748.0,21.0,11293.42
6768,7050938,1,0,2,10,20125.0,20125.0,15.22,481.1,58000.0,24.56,0.0,0.0,23.0,412.0,60.0,41187.0,41.0,18968.51
6769,7051429,1,4,5,28,11200.0,11200.0,17.56,281.74,37000.0,30.68,0.0,0.0,5.0,342.1,60.0,19985.0,18.0,10593.27
6770,7051889,0,0,2,9,6000.0,6000.0,12.35,200.3,40000.0,33.06,0.0,61.0,9.0,307.1,36.0,21147.0,16.0,5294.26
6771,7052202,1,0,3,42,24000.0,24000.0,22.7,672.45,61000.0,21.76,0.0,41.0,11.0,396.1,60.0,19909.0,43.0,22866.06
6772,7052614,1,4,3,19,35000.0,35000.0,16.2,1233.96,350000.0,7.3,0.0,77.0,19.0,543.0,36.0,13274.0,35.0,31088.51
6773,7052979,1,4,2,25,11325.0,11325.0,15.22,270.74,50000.0,17.98,0.0,56.0,12.0,279.0,60.0,6520.0,16.0,10675.65
6774,7053865,5,4,2,4,4000.0,4000.0,13.05,134.88,40000.0,11.04,0.0,72.0,10.0,257.0,36.0,7926.0,20.0,3533.5
6775,7054217,1,4,2,4,9900.0,9900.0,13.68,336.83,50000.0,33.79,1.0,5.0,15.0,241.0,36.0,14008.0,24.0,8754.39
6776,7054760,10,4,8,28,17500.0,17500.0,20.31,653.14,112000.0,6.5,0.0,43.0,10.0,335.4,36.0,11183.0,21.0,15265.59
6777,7055176,9,0,2,4,25000.0,25000.0,15.22,869.33,76600.0,15.18,0.0,47.0,8.0,317.3,36.0,31625.0,21.0,22169.59
6778,7055698,3,3,2,43,18500.0,18500.0,15.22,442.26,70000.0,8.25,0.0,0.0,16.0,275.2,60.0,12626.0,21.0,17435.34
6779,7056115,4,0,2,37,17000.0,17000.0,11.55,561.0,75000.0,2.86,1.0,21.0,7.0,384.3,36.0,6204.0,25.0,14560.02
6780,7057074,1,0,3,39,18000.0,18000.0,15.22,430.31,115000.0,27.53,0.0,36.0,14.0,453.2,60.0,29413.0,52.0,16748.97
6781,7057478,2,4,1,9,10050.0,10050.0,18.25,364.6,55000.0,8.75,0.0,0.0,10.0,170.2,36.0,6150.0,12.0,8730.76
6782,7057776,2,3,2,25,12000.0,12000.0,20.8,323.3,100000.0,7.09,0.0,0.0,5.0,357.2,60.0,8502.0,24.0,11278.11
6783,7058132,9,0,2,25,30000.0,30000.0,13.05,1011.55,125000.0,12.99,0.0,55.0,11.0,260.2,36.0,13769.0,35.0,25776.44
6784,7058531,4,0,2,12,8400.0,8400.0,11.55,277.2,50000.0,17.3,0.0,26.0,15.0,258.2,36.0,8183.0,27.0,7399.17
6785,7058883,1,4,2,28,10000.0,10000.0,15.88,242.55,70000.0,12.01,0.0,0.0,6.0,335.2,60.0,16612.0,13.0,9434.28
6786,7059306,3,0,2,28,19000.0,19000.0,15.88,460.84,127200.0,2.32,0.0,0.0,7.0,419.2,60.0,11521.0,17.0,14925.12
6787,7059793,1,0,2,25,11875.0,11875.0,9.71,250.62,52500.0,20.95,0.0,35.0,27.0,453.1,60.0,26977.0,47.0,11092.34
6788,7060242,5,3,2,37,10000.0,10000.0,13.68,340.23,55000.0,13.33,0.0,79.0,15.0,405.1,36.0,14231.0,22.0,8842.76
6789,7060738,1,0,2,32,11200.0,11200.0,17.56,281.74,50000.0,29.47,0.0,0.0,8.0,260.1,60.0,22536.0,17.0,10596.45
6790,7061250,0,4,1,28,22750.0,22750.0,13.68,774.01,52000.0,15.83,1.0,16.0,10.0,316.1,36.0,25735.0,20.0,20117.38
6791,7061750,4,0,0,9,3800.0,3800.0,12.35,126.86,34000.0,13.33,0.0,0.0,13.0,209.1,36.0,7681.0,17.0,3352.12
6792,7062203,6,0,2,25,35000.0,35000.0,21.7,960.71,105000.0,7.76,0.0,0.0,12.0,199.5,60.0,30387.0,13.0,33300.68
6794,7062951,2,4,2,4,4125.0,4125.0,14.33,141.65,35000.0,24.45,0.0,0.0,14.0,175.0,36.0,5943.0,17.0,3652.18
6795,7063467,5,4,2,4,8000.0,8000.0,18.85,292.65,60000.0,27.04,1.0,7.0,11.0,232.0,36.0,16129.0,24.0,7138.64
6796,7063853,2,0,2,3,35000.0,35000.0,15.88,1228.43,115000.0,10.43,0.0,39.0,5.0,305.0,36.0,35109.0,18.0,31074.26
6797,7064233,10,4,1,10,10800.0,10800.0,9.71,347.02,68110.0,11.17,0.0,0.0,5.0,258.0,36.0,13683.0,15.0,9482.15
